titleid,rating,rate_number
tt0101962,6.6,5127
tt0101969,6.9,14182
tt0101984,6.6,7268
tt0101985,8.4,5897
tt0101988,5,4419
tt0101991,7.2,5785
tt0102004,6.4,17246
tt0102005,6.1,17379
tt0102011,5.6,5782
tt0102015,8.1,17223
tt0102034,4.3,41705
tt0102045,5.4,3248
tt0102048,7,5633
tt0102057,6.8,217985
tt0102059,6.8,93225
tt0102065,5.3,5646
tt0102070,5.8,49311
tt0102095,5.8,6122
tt0102103,6.9,4442
tt0102116,7.1,7936
tt0102138,8,132784
tt0102164,7.2,9263
tt0102175,6.5,15762
tt0102178,6.2,6131
tt0102181,6.9,9039
tt0102202,4.5,5017
tt0102216,5.3,14430
tt0102220,5.7,4515
tt0102250,6.7,28126
tt0102266,7,87655
tt0102288,7.2,3095
tt0102293,7.1,11714
tt0102303,5.9,8937
tt0102307,6.8,4860
tt0102316,6.6,13188
tt0102343,5.7,12424
tt0102351,5.2,3353
tt0102368,6.6,3314
tt0102369,8.6,3602
tt0102370,6.4,8340
tt0102388,7.4,14476
tt0102395,4.4,5390
tt0102397,5.7,4043
tt0102411,5.8,4883
tt0102426,7.5,12745
tt0102443,7.1,7874
tt0102456,6.6,4466
tt0102460,6,7928
tt0102469,5.7,7862
tt0102492,6.9,67180
tt0102494,7.1,45801
tt0102510,6.9,98160
tt0102511,7.1,43557
tt0102517,6.2,9672
tt0102522,5.3,3133
tt0102526,6.7,29273
tt0102536,7.8,51190
tt0102555,6.3,11594
tt0102558,5.1,21206
tt0102579,5.6,3851
tt0102587,7.7,20216
tt0102590,6.5,3823
tt0102592,7.1,9063
tt0102593,5.9,3626
tt0102598,6.4,9464
tt0102603,6.5,28065
tt0102609,6.2,7481
tt0102614,6.1,20178
tt0102629,8,4497
tt0102655,6,3305
tt0102685,7.3,143441
tt0102687,6.5,3569
tt0102690,5.8,3606
tt0102713,6.7,14913
tt0102719,4.9,19601
tt0102721,7.2,5834
tt0102722,6.9,5680
tt0102724,5.5,6772
tt0102728,6,3736
tt0102729,5.8,6237
tt0102744,6.9,18215
tt0102753,6.6,4397
tt0102757,6.2,4630
tt0102768,6.7,27769
tt0102782,5.2,17075
tt0102789,6.2,15037
tt0102797,5.8,4352
tt0102798,6.9,168777
tt0102800,5.4,5334
tt0102802,6.1,7782
tt0102803,6.4,49324
tt0102820,6.8,7420
tt0102825,7.2,5617
tt0102849,5.4,4427
tt0102898,5.6,4399
tt0102900,6.5,7632
tt0102915,6.1,15336
tt0102926,8.6,1165232
tt0102943,7.1,18405
tt0102945,6.2,46414
tt0102951,6.6,13458
tt0102958,6.9,3063
tt0102960,5.7,8752
tt0102975,7.2,66033
tt0102984,6,6445
tt0103002,5.7,3076
tt0103003,4.5,8867
tt0103007,5.7,4931
tt0103016,5.8,8160
tt0103030,7.1,12595
tt0103035,6.4,7400
tt0103039,5.1,6957
tt0103045,7.1,3073
tt0103060,6,48536
tt0103064,8.5,929147
tt0103074,7.5,124833
tt0103105,7.6,5090
tt0103110,7.5,6044
tt0103112,6.6,18582
tt0103125,6.3,4558
tt0103129,7.2,7095
tt0103130,7.4,8638
tt0103176,7.7,3224
tt0103184,5,4515
tt0103186,7.2,3257
tt0103239,5.9,7509
tt0103241,7,58763
tt0103247,6.7,18303
tt0103251,6.5,7069
tt0103253,5.6,3264
tt0103262,7.2,4516
tt0103285,7.3,16233
tt0103295,7.2,3816
tt0103352,8.2,12304
tt0103359,9,78073
tt0103369,7.7,4745
tt0103373,7.3,3735
tt0103376,8.2,10964
tt0103405,6.7,9302
tt0103428,6.8,7085
tt0103442,7.2,12605
tt0103466,8.3,7038
tt0103477,6.8,3401
tt0103484,6.6,19197
tt0103488,7.4,6877
tt0103491,5.8,10355
tt0103512,7.7,3578
tt0103520,4.9,3668
tt0103524,6,4047
tt0103562,6.8,8448
tt0103569,5.2,9751
tt0103584,8.4,34652
tt0103586,7.2,6684
tt0103594,6.5,26535
tt0103596,5.3,19079
tt0103639,8,335866
tt0103644,6.5,260235
tt0103671,7.2,7304
tt0103704,7.5,4595
tt0103743,7,3109
tt0103747,5.9,8687
tt0103759,7.1,35569
tt0103767,8.6,33737
tt0103772,6.9,159546
tt0103776,7,258021
tt0103783,5.7,4441
tt0103786,5.6,61510
tt0103791,7.1,9026
tt0103793,7.2,12715
tt0103805,6.6,5866
tt0103843,5.2,3963
tt0103850,7,12698
tt0103855,6.3,110420
tt0103859,5.5,24089
tt0103872,7.1,3794
tt0103873,7.5,87602
tt0103874,7.4,177354
tt0103882,7.4,4878
tt0103888,7.6,3671
tt0103893,5.6,37653
tt0103905,7.5,33948
tt0103919,6.6,61226
tt0103924,5.8,19510
tt0103939,7.6,50461
tt0103950,6.5,9197
tt0103956,5.1,33373
tt0103976,6.5,4473
tt0103978,6.1,6396
tt0103994,7.1,15919
tt0104006,5.7,6389
tt0104008,7.4,3524
tt0104009,4.9,19505
tt0104014,5.3,3487
tt0104029,6.7,24953
tt0104036,7.2,48069
tt0104040,6.9,17764
tt0104046,7.5,3587
tt0104053,5.9,5920
tt0104070,6.6,95877
tt0104073,6.9,8140
tt0104083,5.2,3215
tt0104107,7,6554
tt0104114,5.9,14434
tt0104139,5.2,5378
tt0104155,6.2,4340
tt0104181,6.8,11422
tt0104187,5.8,35332
tt0104231,6.6,55705
tt0104237,6.8,15145
tt0104254,6.5,25319
tt0104257,7.7,218617
tt0104265,5.9,12489
tt0104279,5.6,4248
tt0104291,6.3,42237
tt0104299,5.4,14142
tt0104321,6.6,3194
tt0104346,6.5,7639
tt0104348,7.8,89957
tt0104352,6.2,3828
tt0104361,7.8,29230
tt0104389,6.6,35408
tt0104409,5.5,25481
tt0104412,6.5,20114
tt0104418,6,3503
tt0104427,6.6,19948
tt0104431,6.7,269712
tt0104437,4.8,38399
tt0104438,5.8,16139
tt0104452,6.1,20819
tt0104454,7.4,26437
tt0104466,7.5,25521
tt0104507,7.1,8679
tt0104511,6.2,8685
tt0104545,6.4,11385
tt0104549,6.3,14353
tt0104558,6.9,18027
tt0104561,8.2,20224
tt0104567,5.8,3501
tt0104573,7.1,21715
tt0104605,7.2,7187
tt0104627,6.1,7299
tt0104647,5.9,9362
tt0104652,7.8,63344
tt0104662,7.6,3205
tt0104670,5.4,8372
tt0104684,7.8,44299
tt0104691,7.7,138875
tt0104692,5.4,32233
tt0104694,7.2,85886
tt0104695,6.1,11520
tt0104706,8,4823
tt0104714,6.7,148350
tt0104740,7.2,6351
tt0104743,5.6,3078
tt0104756,7.3,19292
tt0104765,6.6,3409
tt0104779,7.2,32280
tt0104782,7.5,6424
tt0104797,7.7,77134
tt0104802,6.4,4818
tt0104808,5,3143
tt0104810,8.2,4124
tt0104815,6.9,60161
tt0104839,6,19997
tt0104850,6,20885
tt0104860,8.4,7466
tt0104868,6.5,54014
tt0104897,5.5,6563
tt0104905,5.4,4102
tt0104926,6,9498
tt0104928,5.9,4302
tt0104940,7.7,43283
tt0104952,7.6,98459
tt0104990,7,17553
tt0105001,5.8,4253
tt0105017,7.6,9596
tt0105046,7.5,38101
tt0105104,5.9,42695
tt0105107,7.4,4700
tt0105112,6.9,95718
tt0105121,6.4,29040
tt0105128,4.9,17965
tt0105130,7,9840
tt0105151,7.5,50427
tt0105156,5.4,16281
tt0105159,7.2,8757
tt0105165,5.6,7293
tt0105185,7.7,3569
tt0105187,6.5,3041
tt0105191,7,3570
tt0105197,7.6,5043
tt0105211,7,11771
tt0105217,6.1,12775
tt0105219,6.3,7734
tt0105226,7,18803
tt0105236,8.3,850451
tt0105242,6.3,3375
tt0105251,4,4479
tt0105265,7.2,49898
tt0105271,8.2,10614
tt0105275,6.8,35872
tt0105323,8,237975
tt0105327,6.9,20916
tt0105328,7.2,3091
tt0105378,6.7,15242
tt0105391,6.4,8636
tt0105399,6.4,10334
tt0105402,5.1,7484
tt0105411,7.2,3827
tt0105414,6.4,29498
tt0105415,6.7,26128
tt0105417,6.4,80429
tt0105428,5.3,18842
tt0105435,7.1,49704
tt0105450,6.8,4547
tt0105459,6.2,10961
tt0105466,6.2,9455
tt0105477,4.3,36465
tt0105481,5.8,3182
tt0105483,5.6,3238
tt0105488,7.1,23573
tt0105569,6.4,3644
tt0105575,8.8,4349
tt0105585,6.8,13131
tt0105602,8,4860
tt0105616,5.3,8664
tt0105629,5.1,29453
tt0105636,6.3,9473
tt0105652,7.3,3354
tt0105665,7.3,78578
tt0105682,7.7,8364
tt0105690,6.5,71927
tt0105691,6.5,3263
tt0105695,8.2,348544
tt0105698,6,78516
tt0105699,6.3,13599
tt0105750,7.7,4499
tt0105792,5.5,3726
tt0105793,7,135548
tt0105810,6.7,3003
tt0105812,6.8,70362
tt0105813,6,6502
tt0105839,7.4,8507
tt0105851,7.1,3780
tt0105859,7.3,3468
tt0105888,7.9,3482
tt0105916,6.3,4084
tt0105928,7.3,3420
tt0105929,8.1,16911
tt0105932,8.3,7291
tt0105933,8.2,8617
tt0105935,7.3,8932
tt0105941,7.9,19637
tt0105943,8.1,3507
tt0105946,8.2,26437
tt0105950,7.5,25926
tt0105958,8.1,36483
tt0105977,8.4,5119
tt0105986,6.8,5827
tt0106004,8,68318
tt0106017,6.3,3037
tt0106028,8.5,10788
tt0106052,8.1,16295
tt0106053,6.8,12170
tt0106056,7.3,3825
tt0106057,6.7,19628
tt0106064,6.4,19046
tt0106079,7.5,10846
tt0106080,6.9,34558
tt0106115,7.9,17941
tt0106122,6.2,3870
tt0106126,6.7,5749
tt0106140,6.8,4249
tt0106145,7.9,46439
tt0106148,8.4,3009
tt0106156,5.4,10127
tt0106168,5.5,14130
tt0106179,8.6,186571
tt0106188,6.8,4199
tt0106215,6.5,4548
tt0106220,6.7,71720
tt0106223,6.2,7299
tt0106226,7.2,45344
tt0106233,6.3,5979
tt0106246,7.1,46876
tt0106266,5.7,8132
tt0106273,7.8,8867
tt0106292,5.6,12470
tt0106305,7.2,4044
tt0106307,7.4,39029
tt0106308,7.5,154106
tt0106309,5.7,4976
tt0106332,8.1,22728
tt0106333,7.7,24008
tt0106335,7,3707
tt0106336,6.6,8442
tt0106339,6.6,5478
tt0106341,7.4,11530
tt0106342,6.9,3028
tt0106364,7.8,39460
tt0106375,4.9,24047
tt0106379,5.5,3662
tt0106387,7.2,52250
tt0106393,5.5,4939
tt0106400,5,16451
tt0106449,6.1,7327
tt0106452,5.9,15685
tt0106453,4.5,13213
tt0106455,4.9,5250
tt0106466,5.2,3557
tt0106469,8,27099
tt0106471,4.7,10890
tt0106489,7.8,118894
tt0106500,6.3,8306
tt0106519,7.9,188296
tt0106535,7.1,4190
tt0106544,6.1,3421
tt0106557,4.3,7167
tt0106579,7.1,4955
tt0106582,6.4,113241
tt0106598,5.3,47965
tt0106611,6.9,85554
tt0106613,4.1,7941
tt0106627,5.8,15093
tt0106660,5.7,3305
tt0106664,6,14785
tt0106673,6.8,46447
tt0106677,7.6,150412
tt0106689,5.3,3160
tt0106697,6.7,148214
tt0106701,5.6,52276
tt0106753,4.3,3116
tt0106770,7,25765
tt0106834,4.4,6808
tt0106856,7.6,158488
tt0106868,6.6,3179
tt0106873,5.8,6414
tt0106880,7.2,3698
tt0106881,7.1,20091
tt0106912,6.6,19706
tt0106918,6.8,108593
tt0106926,6.2,4618
tt0106936,7.2,6964
tt0106937,7,3877
tt0106941,6.2,11268
tt0106950,5.9,26287
tt0106965,5.9,64076
tt0106966,7.4,5014
tt0106977,7.8,249641
tt0107002,7.1,4365
tt0107004,6.5,8209
tt0107007,7.6,24793
tt0107009,4.5,3095
tt0107027,6.6,3898
tt0107034,6.4,34275
tt0107048,8,549294
tt0107050,7,40489
tt0107057,5.6,4406
tt0107061,7.3,4408
tt0107076,6.2,41567
tt0107079,5.9,3856
tt0107091,6.9,15255
tt0107096,6.8,12513
tt0107120,6.8,84639
tt0107131,6.9,39497
tt0107144,6.6,79491
tt0107151,6.9,19761
tt0107156,7.7,12992
tt0107165,6.1,3032
tt0107166,7.4,4920
tt0107206,7.2,86589
tt0107207,8.1,144463
tt0107209,7.3,7022
tt0107211,5.9,58038
tt0107212,6.5,4912
tt0107247,6.5,3748
tt0107254,4.3,25868
tt0107282,7.7,14246
tt0107286,6.6,14403
tt0107290,8.1,800313
tt0107302,6.7,48403
tt0107315,6.6,11459
tt0107322,7.5,6981
tt0107362,6.4,127874
tt0107387,4.8,21403
tt0107413,5.6,5076
tt0107426,6.1,14697
tt0107438,4.4,26195
tt0107468,6.8,8073
tt0107473,6.2,19446
tt0107474,7.3,4526
tt0107478,5,14907
tt0107497,6.4,21281
tt0107501,6.7,26364
tt0107504,5.2,3770
tt0107507,7.4,35177
tt0107529,6.8,8703
tt0107554,7.5,47620
tt0107563,5.2,7316
tt0107594,5.8,3549
tt0107611,5.8,6510
tt0107614,7,225933
tt0107616,7.3,42895
tt0107617,7.3,7330
tt0107626,5.4,4044
tt0107630,6.8,9945
tt0107653,7.8,31039
tt0107659,6.2,42184
tt0107664,5.8,5113
tt0107665,6.3,20874
tt0107668,5.4,4598
tt0107688,8,273068
tt0107692,7.9,32300
tt0107711,5.7,20524
tt0107745,6.5,4633
tt0107750,6.6,5287
tt0107756,7.2,12569
tt0107798,6.6,71193
tt0107808,7.6,68974
tt0107818,7.7,209986
tt0107822,7.6,74039
tt0107840,6,11528
tt0107843,6.1,23582
tt0107863,5.5,3745
tt0107889,6.5,8581
tt0107920,7.4,3796
tt0107927,5.5,7945
tt0107943,7.8,59358
tt0107952,5.9,24629
tt0107953,5.9,12787
tt0107969,6.2,40068
tt0107977,6.7,109319
tt0107978,4.1,43297
tt0107983,6.6,12454
tt0107985,6,22736
tt0108002,7.5,51540
tt0108037,7.8,73003
tt0108052,8.9,1116218
tt0108065,7.4,27542
tt0108071,7.3,33926
tt0108101,7.3,15948
tt0108108,7.8,3661
tt0108122,7.7,40120
tt0108147,5.6,45340
tt0108148,7.5,14792
tt0108149,6.8,18871
tt0108160,6.8,147796
tt0108162,5,26939
tt0108170,7.3,5404
tt0108171,6.1,21721
tt0108174,6.4,31565
tt0108185,6.2,18215
tt0108186,5.8,16377
tt0108188,7.5,16230
tt0108207,5.6,3842
tt0108211,7.5,28688
tt0108214,7.6,3079
tt0108238,5.8,38367
tt0108252,6.9,3662
tt0108255,4,46199
tt0108258,5.1,7284
tt0108265,6.8,14806
tt0108281,7.2,8972
tt0108289,7.6,3966
tt0108308,4.8,29153
tt0108327,6.4,6743
tt0108328,7.4,3406
tt0108330,7.3,43401
tt0108333,6.4,47464
tt0108339,5.4,3553
tt0108358,7.8,117499
tt0108394,7.9,80096
tt0108395,5.4,5726
tt0108399,7.9,192343
tt0108410,6.3,3454
tt0108432,6.8,7935
tt0108442,6.1,7151
tt0108451,6.8,12041
tt0108473,6.3,21917
tt0108500,7,29981
tt0108504,7.6,4087
tt0108515,7.4,3587
tt0108517,5.4,4978
tt0108525,6.2,73008
tt0108526,6.1,12702
tt0108539,4.8,11969
tt0108550,7.8,200737
tt0108551,7.3,15889
tt0108560,5.4,8328
tt0108592,6.8,6018
tt0108598,8.3,48160
tt0108656,6.8,5250
tt0108684,7.2,9439
tt0108700,9.2,3400
tt0108724,6.8,3448
tt0108734,7.9,7059
tt0108740,8.6,4425
tt0108755,7.7,5174
tt0108756,8,5704
tt0108757,7.7,47037
tt0108758,6.9,4494
tt0108761,6.1,4812
tt0108771,8.2,3728
tt0108778,8.9,710062
tt0108783,8,12828
tt0108828,8.2,5469
tt0108829,7.1,4643
tt0108847,7.9,7372
tt0108855,8.7,6331
tt0108872,8.3,18024
tt0108894,6.7,8786
tt0108903,7.8,4751
tt0108906,8.3,16244
tt0108921,7.5,4219
tt0108927,6.1,9694
tt0108937,7.9,5560
tt0108941,7.2,29530
tt0108962,8.4,3737
tt0108967,7.8,5719
tt0108968,6,5866
tt0108981,7.9,10302
tt0108988,6.8,3026
tt0109015,4.5,7974
tt0109020,7.2,6096
tt0109021,6.6,4562
tt0109035,6.6,12835
tt0109040,6.9,259874
tt0109045,7.4,43850
tt0109066,7.4,3097
tt0109067,5.5,8126
tt0109068,6.1,43682
tt0109093,6.9,5208
tt0109117,8.2,46341
tt0109120,5.7,6053
tt0109127,6.1,27133
tt0109134,6.9,5512
tt0109162,5.9,6371
tt0109190,6.1,41852
tt0109198,5.2,11078
tt0109206,7.6,4029
tt0109219,7,5329
tt0109254,5.6,71837
tt0109255,6.5,5541
tt0109279,6.6,8646
tt0109287,5.3,17518
tt0109288,5,8760
tt0109297,6.2,7356
tt0109303,6.2,26716
tt0109305,6.2,11288
tt0109306,6.4,6396
tt0109321,6.1,3310
tt0109322,6.8,4973
tt0109327,6.1,9940
tt0109348,7.4,33569
tt0109361,5.4,7821
tt0109369,6,8253
tt0109370,6,15266
tt0109382,7.3,6572
tt0109402,5.9,16423
tt0109403,5.1,5343
tt0109415,4.1,6320
tt0109417,6.2,5423
tt0109424,8.1,54717
tt0109439,5.5,17203
tt0109440,7.7,7539
tt0109443,5.7,3508
tt0109444,6.9,83230
tt0109445,7.7,203838
tt0109446,6.7,55744
tt0109447,5.5,6356
tt0109450,6.4,6763
tt0109456,5.2,21658
tt0109480,5.2,6005
tt0109484,6.6,11647
tt0109493,5.9,7329
tt0109504,7,8332
tt0109506,7.6,157730
tt0109508,8,17162
tt0109520,6.1,33795
tt0109552,5.1,4509
tt0109555,7.8,20838
tt0109575,5.7,3469
tt0109578,4.9,6465
tt0109579,7.3,20820
tt0109592,7.2,18791
tt0109635,6.1,43417
tt0109642,7.4,36004
tt0109665,6.2,3849
tt0109676,5.6,18313
tt0109686,7.3,334296
tt0109688,7.2,12150
tt0109707,7.8,159073
tt0109723,4.3,5614
tt0109731,7.1,3830
tt0109758,4.2,6231
tt0109759,7.1,16858
tt0109771,6.8,5977
tt0109779,6.5,5228
tt0109781,7.4,3269
tt0109791,7.1,3582
tt0109813,4.9,71302
tt0109830,8.8,1655990
tt0109831,7,129570
tt0109836,6.4,48553
tt0109838,6.4,5712
tt0109842,7.6,11365
tt0109890,5.8,16132
tt0109891,4.8,7095
tt0109906,6.2,3151
tt0109916,5.9,3720
tt0109936,6.3,12077
tt0109951,6.2,14785
tt0109959,5.3,3111
tt0109962,7.2,4855
tt0110005,7.3,56571
tt0110006,6.6,23300
tt0110008,7.3,20017
tt0110027,4.5,18893
tt0110054,6.4,5050
tt0110057,8.3,22647
tt0110064,4.6,4147
tt0110066,6,6184
tt0110074,7.2,73600
tt0110076,7.5,17387
tt0110081,8.3,14543
tt0110093,5.3,10956
tt0110099,6.2,22471
tt0110116,7.5,21967
tt0110123,5,12094
tt0110146,5.3,7093
tt0110148,7.6,278394
tt0110157,6.5,6697
tt0110167,6.3,32766
tt0110186,6.6,3276
tt0110200,7.5,21324
tt0110213,6,15456
tt0110216,4.6,61789
tt0110222,7.8,16355
tt0110265,6.5,19010
tt0110300,5.9,7604
tt0110305,5.9,4909
tt0110308,7,19407
tt0110322,7.5,136230
tt0110329,4.6,8043
tt0110353,5.5,6087
tt0110357,8.5,868126
tt0110361,7.2,4021
tt0110363,6.1,9191
tt0110364,6.4,23981
tt0110365,6.7,6881
tt0110366,6.3,40388
tt0110367,7.3,44867
tt0110391,6,4204
tt0110395,6.1,3737
tt0110399,6,6151
tt0110413,8.5,951465
tt0110426,7.9,3282
tt0110428,7.2,14470
tt0110438,6.5,5191
tt0110442,5.6,23769
tt0110443,6.2,28532
tt0110475,6.9,320596
tt0110478,7,96355
tt0110490,5.8,3607
tt0110516,5.6,10818
tt0110527,6.5,28832
tt0110538,5.5,9486
tt0110546,6.9,7113
tt0110557,5.3,5966
tt0110570,7.5,8951
tt0110588,6.4,4080
tt0110598,7.2,32777
tt0110604,6.7,5047
tt0110612,5.5,10040
tt0110613,5.2,17397
tt0110622,6.5,90715
tt0110631,7.3,14327
tt0110632,7.3,203656
tt0110638,6.5,25992
tt0110657,4.4,23572
tt0110667,6,4545
tt0110678,6.1,17748
tt0110684,7.4,17241
tt0110687,4.5,12722
tt0110725,4.6,21082
tt0110729,7.9,29782
tt0110737,6.5,18864
tt0110758,9.3,4400
tt0110759,6.6,11553
tt0110763,6.1,19564
tt0110771,6.6,12217
tt0110823,6.1,7666
tt0110877,7.7,31097
tt0110882,8,13033
tt0110889,7,9313
tt0110907,5.1,13826
tt0110912,8.9,1688753
tt0110913,4.6,3830
tt0110917,7.7,9067
tt0110932,7.5,61702
tt0110939,6.3,3154
tt0110944,6.4,4425
tt0110950,6.6,43012
tt0110955,6.9,22185
tt0110963,7.4,15471
tt0110971,6.2,15911
tt0110989,5.3,59222
tt0110997,6.4,38933
tt0111001,5.9,10872
tt0111003,5.9,7885
tt0111019,7.4,4838
tt0111048,5.8,4569
tt0111068,6.8,4843
tt0111070,6.4,86551
tt0111094,5.4,5628
tt0111112,7.5,6627
tt0111127,6.7,25248
tt0111143,6.1,21965
tt0111149,7.3,53661
tt0111161,9.3,2152125
tt0111187,6,3339
tt0111190,4.7,4860
tt0111194,6.3,4790
tt0111201,5.8,9482
tt0111252,6.2,5730
tt0111255,5.6,59341
tt0111256,5.8,4623
tt0111257,7.2,309160
tt0111280,6.6,71515
tt0111281,9.1,7140
tt0111282,7.1,167373
tt0111293,6.3,4194
tt0111309,7.3,4864
tt0111323,6.2,9904
tt0111333,6.4,21092
tt0111341,8.5,7972
tt0111359,5.9,3094
tt0111400,5.5,12249
tt0111418,6.3,12136
tt0111419,6.3,14109
tt0111438,5.9,52522
tt0111477,6,11654
tt0111495,8.1,82041
tt0111503,7.2,223474
tt0111507,7.7,57121
tt0111512,7.6,40761
tt0111543,5.6,3891
tt0111579,7.9,13381
tt0111590,7.4,4004
tt0111640,5.4,3059
tt0111653,4.8,4655
tt0111666,7.5,3802
tt0111667,6.8,11541
tt0111686,6.4,47514
tt0111693,6.6,19246
tt0111732,6.7,12535
tt0111742,6.2,49866
tt0111756,6.7,42440
tt0111786,8.2,3397
tt0111793,6,4152
tt0111797,7.8,16977
tt0111807,6.9,3454
tt0111835,6.5,4552
tt0111845,7.8,5088
tt0111873,7.7,5127
tt0111875,7.5,6351
tt0111880,8.1,3900
tt0111893,9.2,5921
tt0111910,6.1,3074
tt0111932,6.8,3305
tt0111942,7.5,4847
tt0111945,6.8,14953
tt0111958,8.6,33761
tt0111960,8.1,3165
tt0111970,7.5,6794
tt0111987,7.7,10895
tt0111999,6.4,25767
tt0112004,4.7,3693
tt0112022,6.5,15467
tt0112040,6.1,25179
tt0112047,8.2,6449
tt0112056,7.2,9193
tt0112064,7,11332
tt0112065,8.4,3034
tt0112084,8.3,8266
tt0112095,7.9,12360
tt0112111,7.7,10630
tt0112120,8.6,4455
tt0112123,7.9,26453
tt0112130,8.9,69597
tt0112159,8.6,41042
tt0112167,7.4,15307
tt0112173,7.7,7118
tt0112175,8.3,23906
tt0112178,7.8,52943
tt0112186,7.1,3162
tt0112194,7.5,5571
tt0112196,7.8,8398
tt0112197,7.1,8238
tt0112220,7.2,3999
tt0112225,8.2,3101
tt0112230,6.7,38904
tt0112255,4.3,5024
tt0112281,6.4,191129
tt0112288,6.4,8158
tt0112302,5.5,9229
tt0112313,7,4262
tt0112342,5.8,3667
tt0112346,6.8,48964
tt0112365,6.8,4273
tt0112368,6.7,6067
tt0112379,7.4,7782
tt0112384,7.6,250823
tt0112389,7.1,3253
tt0112401,6.3,73713
tt0112431,6.7,110721
tt0112435,5.8,4994
tt0112438,4.3,4369
tt0112442,6.9,211633
tt0112445,7.7,6107
tt0112453,7.1,37198
tt0112461,7.3,95862
tt0112462,5.4,224094
tt0112471,8.1,244281
tt0112495,6.6,4579
tt0112499,5.6,8561
tt0112508,6.4,123249
tt0112541,6.7,8614
tt0112553,8.1,10328
tt0112571,6.5,11260
tt0112572,6,19651
tt0112573,8.3,906658
tt0112579,7.6,66983
tt0112585,6.6,7052
tt0112602,5.6,5349
tt0112606,6.2,4491
tt0112625,5.3,9348
tt0112637,6.8,4877
tt0112641,8.2,423679
tt0112642,6.1,110252
tt0112643,5.9,6007
tt0112651,7.8,5868
tt0112679,6.6,7722
tt0112681,7.6,16127
tt0112682,7.6,62155
tt0112688,6.9,19234
tt0112691,8.1,36516
tt0112697,6.8,161203
tt0112701,7.3,6289
tt0112702,6.7,3288
tt0112715,5.2,39842
tt0112722,6.6,50853
tt0112740,7.3,95082
tt0112744,6.3,12161
tt0112750,6.5,11062
tt0112757,7.7,8743
tt0112760,5.7,24630
tt0112767,7.3,4412
tt0112769,7.6,9088
tt0112778,7.8,5551
tt0112792,6.5,45457
tt0112817,7.6,85085
tt0112818,7.5,83931
tt0112819,6.9,18318
tt0112851,7.2,162669
tt0112857,6.7,16244
tt0112864,7.6,345660
tt0112870,8.1,59014
tt0112883,6.7,46181
tt0112887,6.1,13184
tt0112896,5.9,36510
tt0112913,7.7,22081
tt0112922,7.4,16015
tt0112950,6.7,46359
tt0112966,6.6,15576
tt0113010,4.3,11507
tt0113041,6,31941
tt0113071,6,64203
tt0113081,5.5,3107
tt0113083,7,9560
tt0113089,6.7,6172
tt0113097,6.5,10696
tt0113101,6.8,92567
tt0113114,5,16016
tt0113117,6.6,44616
tt0113118,7.3,92446
tt0113133,6.8,3378
tt0113149,6.4,4354
tt0113153,6.6,4608
tt0113161,6.9,72030
tt0113187,7,4937
tt0113188,6,3881
tt0113189,7.2,225927
tt0113198,6.8,41750
tt0113228,6.7,22746
tt0113243,6.2,62420
tt0113247,8.1,134731
tt0113253,4.9,28587
tt0113269,6.2,5913
tt0113277,8.2,534236
tt0113280,6.8,4170
tt0113303,5.3,6031
tt0113305,6.5,17065
tt0113321,6.6,10906
tt0113326,6.7,36382
tt0113347,6.3,10142
tt0113360,6,4461
tt0113362,7.1,5401
tt0113375,7.3,5773
tt0113409,7.2,55722
tt0113416,6.5,4087
tt0113419,6,24463
tt0113442,5.8,18827
tt0113448,6.6,4818
tt0113451,5.3,10771
tt0113464,6.8,5437
tt0113481,5.7,63378
tt0113492,5.6,104916
tt0113497,7,277155
tt0113500,4.3,7136
tt0113501,6.4,22635
tt0113526,6.8,11836
tt0113537,6.9,9404
tt0113538,4.7,5383
tt0113540,7.1,68924
tt0113552,5.9,16075
tt0113568,8,118245
tt0113596,5.7,5225
tt0113613,6.8,13597
tt0113617,7,4639
tt0113627,7.5,108339
tt0113636,5,6142
tt0113670,7.7,30043
tt0113677,7.5,15294
tt0113682,5.5,3919
tt0113690,6.1,13655
tt0113691,6.4,5192
tt0113703,8,6394
tt0113720,6.9,5208
tt0113725,7.5,4149
tt0113729,5.4,5879
tt0113749,7.1,110686
tt0113755,5.2,8132
tt0113762,4.3,7907
tt0113799,7.6,14190
tt0113819,7,36196
tt0113820,5.2,23846
tt0113824,8,41865
tt0113828,7.4,3470
tt0113845,5.7,36992
tt0113851,5.7,3316
tt0113855,5.8,95324
tt0113862,7.3,33890
tt0113870,7.3,25108
tt0113896,7.3,3487
tt0113936,5.7,5229
tt0113947,7.4,3844
tt0113957,5.9,57358
tt0113965,5.2,6005
tt0113972,6.3,37226
tt0113986,5.5,33643
tt0113987,7.1,27331
tt0114011,6.8,25518
tt0114038,7.6,3439
tt0114048,5.1,8070
tt0114055,7.5,3490
tt0114057,6.9,8659
tt0114069,6.6,102244
tt0114086,6.5,5165
tt0114095,6.6,4182
tt0114099,5.9,3312
tt0114108,5.6,4269
tt0114117,7.6,9556
tt0114126,6.4,7709
tt0114134,6.7,11799
tt0114148,6.7,156542
tt0114151,4.4,5210
tt0114168,6.6,27380
tt0114194,6.5,27584
tt0114214,6.4,79972
tt0114231,5.4,3430
tt0114234,7.5,8422
tt0114272,6.6,8517
tt0114279,7.4,13034
tt0114287,6.9,38894
tt0114317,6,4107
tt0114319,6.3,34468
tt0114323,7.2,11535
tt0114327,7.6,10902
tt0114345,5.3,13720
